dataset,edge_id,source_id,target_id
44b6_74d0c52e,68,301000000021,302000000021
44b6_74d0c52e,69,301000000022,302000000022
44b6_74d0c52e,70,302000000021,303000000021
44b6_74d0c52e,71,302000000022,303000000022
44b6_74d0c52e,72,303000000021,304000000021
44b6_74d0c52e,73,303000000022,304000000022
44b6_74d0c52e,74,304000000021,305000000021
44b6_74d0c52e,75,304000000022,305000000022
44b6_74d0c52e,76,305000000021,306000000021
44b6_74d0c52e,77,305000000022,306000000022
44b6_74d0c52e,78,306000000021,307000000021
44b6_74d0c52e,79,306000000022,307000000022
44b6_74d0c52e,80,307000000021,308000000021
44b6_74d0c52e,81,307000000022,308000000022
44b6_74d0c52e,82,308000000021,309000000021
44b6_74d0c52e,83,308000000022,309000000022
44b6_74d0c52e,84,309000000021,310000000021
44b6_74d0c52e,85,309000000022,310000000022
44b6_74d0c52e,86,310000000021,311000000021
44b6_74d0c52e,87,310000000022,311000000022
44b6_74d0c52e,88,311000000021,312000000021
44b6_74d0c52e,89,311000000022,312000000022
44b6_74d0c52e,90,312000000021,313000000021
44b6_74d0c52e,91,312000000022,313000000022
44b6_74d0c52e,92,313000000021,314000000021
44b6_74d0c52e,93,313000000022,314000000022
44b6_74d0c52e,94,314000000021,315000000021
44b6_74d0c52e,95,314000000022,315000000022
44b6_74d0c52e,96,315000000021,316000000021
44b6_74d0c52e,97,315000000022,316000000022
44b6_74d0c52e,98,316000000021,317000000021
44b6_74d0c52e,99,316000000022,317000000022
44b6_74d0c52e,100,317000000021,318000000021
44b6_74d0c52e,101,317000000022,318000000022
44b6_74d0c52e,102,318000000021,319000000021
44b6_74d0c52e,103,318000000022,319000000022
44b6_74d0c52e,104,319000000021,320000000019
44b6_74d0c52e,105,319000000022,320000000020
44b6_74d0c52e,106,320000000019,321000000019
44b6_74d0c52e,107,320000000020,321000000020
44b6_74d0c52e,108,321000000019,322000000019
44b6_74d0c52e,109,321000000020,322000000020
44b6_74d0c52e,110,322000000019,323000000019
44b6_74d0c52e,111,322000000020,323000000020
44b6_74d0c52e,112,323000000019,324000000019
44b6_74d0c52e,113,323000000020,324000000020
44b6_74d0c52e,114,324000000019,325000000019
44b6_74d0c52e,115,324000000020,325000000020
44b6_74d0c52e,116,325000000019,326000000019
44b6_74d0c52e,117,325000000020,326000000020
44b6_74d0c52e,118,326000000019,327000000019
44b6_74d0c52e,119,326000000020,327000000020
44b6_74d0c52e,120,327000000019,328000000017
44b6_74d0c52e,121,327000000020,328000000018
44b6_74d0c52e,122,328000000017,329000000017
44b6_74d0c52e,123,328000000018,329000000018
44b6_74d0c52e,124,329000000017,330000000017
44b6_74d0c52e,125,329000000018,330000000018
44b6_74d0c52e,126,330000000017,331000000017
44b6_74d0c52e,127,330000000018,331000000018
44b6_74d0c52e,128,331000000017,332000000017
44b6_74d0c52e,129,331000000018,332000000018
44b6_74d0c52e,130,332000000017,333000000017
44b6_74d0c52e,131,332000000018,333000000018
44b6_74d0c52e,132,333000000017,334000000017
44b6_74d0c52e,133,333000000018,334000000018
44b6_74d0c52e,134,334000000017,335000000017
44b6_74d0c52e,135,334000000018,335000000018
44b6_74d0c52e,136,335000000017,336000000017
44b6_74d0c52e,137,335000000018,336000000018
44b6_74d0c52e,138,336000000017,337000000017
6bba_05b6850b,0,1000001,2000011
6bba_05b6850b,1,1000002,2000013
6bba_05b6850b,2,1000003,2000012
6bba_05b6850b,3,1000006,2000016
6bba_05b6850b,4,1000008,2000018
6bba_05b6850b,5,1000010,2000017
6bba_05b6850b,6,2000011,3000021
6bba_05b6850b,7,2000012,3000020
6bba_05b6850b,8,2000013,3000022
6bba_05b6850b,9,2000016,3000024
6bba_05b6850b,10,2000017,3000025
6bba_05b6850b,11,2000018,3000027
6bba_05b6850b,12,3000020,4000028
6bba_05b6850b,13,3000021,4000029
6bba_05b6850b,14,3000022,4000030
6bba_05b6850b,15,3000024,4000032
6bba_05b6850b,16,3000025,4000033
6bba_05b6850b,17,3000027,4000035
6bba_05b6850b,18,4000028,5000037
6bba_05b6850b,19,4000029,5000038
6bba_05b6850b,20,4000030,5000039
6bba_05b6850b,21,4000032,5000040
6bba_05b6850b,22,4000033,5000042
6bba_05b6850b,23,4000035,5000044
6bba_05b6850b,24,5000037,6000046
6bba_05b6850b,25,5000038,6000047
6bba_05b6850b,26,5000039,6000048
6bba_05b6850b,27,5000040,6000049
6bba_05b6850b,28,5000042,6000051
6bba_05b6850b,29,5000044,6000053
6bba_05b6850b,30,6000046,7000054
6bba_05b6850b,31,6000047,7000055
6bba_05b6850b,32,6000048,7000056
6bba_05b6850b,33,6000049,7000057
6bba_05b6850b,34,6000051,7000059
6bba_05b6850b,35,6000053,7000061
6bba_05b6850b,36,7000054,8000062
6bba_05b6850b,37,7000055,8000063
6bba_05b6850b,38,7000056,8000064
6bba_05b6850b,39,7000057,8000065
6bba_05b6850b,40,7000059,8000067
6bba_05b6850b,41,7000061,8000068
6bba_05b6850b,42,8000062,9000069
6bba_05b6850b,43,8000063,9000070
6bba_05b6850b,44,8000064,9000071
6bba_05b6850b,45,8000065,9000072
6bba_05b6850b,46,8000067,9000073
6bba_05b6850b,47,8000068,9000075
6bba_05b6850b,48,9000069,10000076
6bba_05b6850b,49,9000070,10000077
6bba_05b6850b,50,9000071,10000078
6bba_05b6850b,51,9000072,10000081
6bba_05b6850b,52,9000073,10000082
6bba_05b6850b,53,9000074,10000083
6bba_05b6850b,54,9000075,10000084
6bba_05b6850b,55,10000076,11000085
6bba_05b6850b,56,10000077,11000086
6bba_05b6850b,57,10000078,11000087
6bba_05b6850b,58,10000081,11000089
6bba_05b6850b,59,10000082,11000091
6bba_05b6850b,60,10000083,11000092
6bba_05b6850b,61,10000084,11000093
6bba_05b6850b,62,11000085,12000094
6bba_05b6850b,63,11000086,12000095
6bba_05b6850b,64,11000087,12000096
6bba_05b6850b,65,11000089,12000098
6bba_05b6850b,66,11000091,12000099
6bba_05b6850b,67,11000092,12000100
6bba_05b6850b,68,11000093,12000101
6bba_05b6850b,69,12000094,13000102
6bba_05b6850b,70,12000095,13000103
6bba_05b6850b,71,12000096,13000104
6bba_05b6850b,72,12000098,13000106
6bba_05b6850b,73,12000099,13000107
6bba_05b6850b,74,12000100,13000108
6bba_05b6850b,75,12000101,13000109
6bba_05b6850b,76,13000102,14000110
6bba_05b6850b,77,13000103,14000111
6bba_05b6850b,78,13000104,14000112
6bba_05b6850b,79,13000106,14000114
6bba_05b6850b,80,13000107,14000115
6bba_05b6850b,81,13000108,14000116
6bba_05b6850b,82,13000109,14000117
6bba_05b6850b,83,14000110,15000118
6bba_05b6850b,84,14000111,15000119
6bba_05b6850b,85,14000112,15000120
6bba_05b6850b,86,14000114,15000122
6bba_05b6850b,87,14000115,15000124
6bba_05b6850b,88,14000116,15000126
6bba_05b6850b,89,14000117,15000125
6bba_05b6850b,90,15000118,16000127
6bba_05b6850b,91,15000119,16000128
6bba_05b6850b,92,15000120,16000129
6bba_05b6850b,93,15000122,16000131
6bba_05b6850b,94,15000123,16000132
6bba_05b6850b,95,15000124,16000133
6bba_05b6850b,96,15000125,16000134
6bba_05b6850b,97,15000126,16000135
6bba_05b6850b,98,16000127,17000136
6bba_05b6850b,99,16000128,17000137
6bba_05b6850b,100,16000129,17000138
6bba_05b6850b,101,16000131,17000139
6bba_05b6850b,102,16000132,17000140
6bba_05b6850b,103,16000133,17000141
6bba_05b6850b,104,16000134,17000142
6bba_05b6850b,105,16000135,17000143
6bba_05b6850b,106,17000136,18000144
6bba_05b6850b,107,17000137,18000145
6bba_05b6850b,108,17000138,18000146
6bba_05b6850b,109,17000139,18000147
6bba_05b6850b,110,17000140,18000149
6bba_05b6850b,111,17000141,18000150
6bba_05b6850b,112,17000142,18000151
6bba_05b6850b,113,17000143,18000152
6bba_05b6850b,114,18000144,19000153
6bba_05b6850b,115,18000145,19000154
6bba_05b6850b,116,18000146,19000155
6bba_05b6850b,117,18000147,19000156
6bba_05b6850b,118,18000149,19000158
6bba_05b6850b,119,18000150,19000159
6bba_05b6850b,120,18000151,19000160
6bba_05b6850b,121,18000152,19000161
6bba_05b6850b,122,19000153,20000162
6bba_05b6850b,123,19000154,20000163
6bba_05b6850b,124,19000155,20000164
6bba_05b6850b,125,19000156,20000165
6bba_05b6850b,126,19000158,20000167
6bba_05b6850b,127,19000159,20000168
6bba_05b6850b,128,19000160,20000169
6bba_05b6850b,129,19000161,20000170
6bba_05b6850b,130,20000162,21000171
6bba_05b6850b,131,20000163,21000172
6bba_05b6850b,132,20000164,21000173
6bba_05b6850b,133,20000165,21000174
6bba_05b6850b,134,20000167,21000176
6bba_05b6850b,135,20000168,21000177
6bba_05b6850b,136,20000169,21000178
6bba_05b6850b,137,20000170,21000179
6bba_05b6850b,138,21000171,22000180
6bba_05b6850b,139,21000172,22000181
6bba_05b6850b,140,21000173,22000182
6bba_05b6850b,141,21000174,22000183
6bba_05b6850b,142,21000176,22000185
6bba_05b6850b,143,21000177,22000186
6bba_05b6850b,144,21000178,22000187
6bba_05b6850b,145,21000179,22000188
6bba_05b6850b,146,22000180,23000189
6bba_05b6850b,147,22000181,23000190
6bba_05b6850b,148,22000182,23000191
6bba_05b6850b,149,22000183,23000192
6bba_05b6850b,150,22000185,23000194
6bba_05b6850b,151,22000186,23000195
6bba_05b6850b,152,22000187,23000196
6bba_05b6850b,153,22000188,23000197
6bba_05b6850b,154,23000189,24000198
6bba_05b6850b,155,23000190,24000199
6bba_05b6850b,156,23000191,24000200
6bba_05b6850b,157,23000192,24000202
6bba_05b6850b,158,23000194,24000204
6bba_05b6850b,159,23000195,24000205
6bba_05b6850b,160,23000196,24000206
6bba_05b6850b,161,23000197,24000207
6bba_05b6850b,162,24000198,25000208
6bba_05b6850b,163,24000199,25000209
6bba_05b6850b,164,24000200,25000210
6bba_05b6850b,165,24000201,25000211
6bba_05b6850b,166,24000202,25000212
6bba_05b6850b,167,24000204,25000214
6bba_05b6850b,168,24000205,25000215
6bba_05b6850b,169,24000206,25000216
6bba_05b6850b,170,25000208,26000217
6bba_05b6850b,171,25000209,26000219
6bba_05b6850b,172,25000210,26000218
6bba_05b6850b,173,25000211,26000220
6bba_05b6850b,174,25000212,26000221
6bba_05b6850b,175,25000214,26000223
6bba_05b6850b,176,25000215,26000224
6bba_05b6850b,177,25000216,26000225
6bba_05b6850b,178,26000217,27000226
6bba_05b6850b,179,26000218,27000228
6bba_05b6850b,180,26000219,27000227
6bba_05b6850b,181,26000220,27000229
6bba_05b6850b,182,26000221,27000231
6bba_05b6850b,183,26000223,27000232
6bba_05b6850b,184,26000224,27000233
6bba_05b6850b,185,26000225,27000234
6bba_05b6850b,186,27000226,28000235
6bba_05b6850b,187,27000227,28000236
6bba_05b6850b,188,27000228,28000237
6bba_05b6850b,189,27000229,28000238
6bba_05b6850b,190,27000231,28000240
6bba_05b6850b,191,27000232,28000242
6bba_05b6850b,192,27000233,28000243
6bba_05b6850b,193,27000234,28000244
6bba_05b6850b,194,28000235,29000246
6bba_05b6850b,195,28000236,29000247
6bba_05b6850b,196,28000237,29000248
6bba_05b6850b,197,28000238,29000249
6bba_05b6850b,198,28000240,29000251
6bba_05b6850b,199,28000242,29000253
6bba_05b6850b,200,28000243,29000254
6bba_05b6850b,201,28000244,29000255
6bba_05b6850b,202,28000245,29000256
6bba_05b6850b,203,29000246,30000257
6bba_05b6850b,204,29000247,30000258
6bba_05b6850b,205,29000248,30000259
6bba_05b6850b,206,29000249,30000260
6bba_05b6850b,207,29000251,30000262
6bba_05b6850b,208,29000253,30000264
6bba_05b6850b,209,29000254,30000265
6bba_05b6850b,210,29000255,30000266
6bba_05b6850b,211,29000256,30000267
6bba_05b6850b,212,30000257,31000268
6bba_05b6850b,213,30000258,31000269
6bba_05b6850b,214,30000259,31000270
6bba_05b6850b,215,30000260,31000271
6bba_05b6850b,216,30000262,31000272
6bba_05b6850b,217,30000264,31000274
6bba_05b6850b,218,30000265,31000275
6bba_05b6850b,219,30000266,31000276
6bba_05b6850b,220,30000267,31000277
6bba_05b6850b,221,31000268,32000278
6bba_05b6850b,222,31000269,32000279
6bba_05b6850b,223,31000270,32000280
6bba_05b6850b,224,31000271,32000281
6bba_05b6850b,225,31000272,32000282
6bba_05b6850b,226,31000274,32000284
6bba_05b6850b,227,31000275,32000285
6bba_05b6850b,228,31000276,32000286
6bba_05b6850b,229,31000277,32000287
6bba_05b6850b,230,32000278,33000288
6bba_05b6850b,231,32000279,33000289
6bba_05b6850b,232,32000280,33000290
6bba_05b6850b,233,32000281,33000291
6bba_05b6850b,234,32000282,33000292
6bba_05b6850b,235,32000284,33000293
6bba_05b6850b,236,32000285,33000294
6bba_05b6850b,237,32000286,33000295
6bba_05b6850b,238,32000287,33000296
6bba_05b6850b,239,33000288,34000297
6bba_05b6850b,240,33000289,34000298
6bba_05b6850b,241,33000290,34000299
6bba_05b6850b,242,33000291,34000300
6bba_05b6850b,243,33000292,34000301
6bba_05b6850b,244,33000293,34000302
6bba_05b6850b,245,33000294,34000303
6bba_05b6850b,246,33000295,34000304
6bba_05b6850b,247,33000296,34000305
6bba_05b6850b,248,34000297,35000306
6bba_05b6850b,249,34000298,35000307
6bba_05b6850b,250,34000299,35000308
6bba_05b6850b,251,34000300,35000309
6bba_05b6850b,252,34000301,35000310
6bba_05b6850b,253,34000302,35000311
6bba_05b6850b,254,34000303,35000312
6bba_05b6850b,255,34000304,35000313
6bba_05b6850b,256,34000305,35000314
6bba_05b6850b,257,35000306,36000315
6bba_05b6850b,258,35000307,36000316
6bba_05b6850b,259,35000308,36000317
6bba_05b6850b,260,35000309,36000318
6bba_05b6850b,261,35000310,36000319
6bba_05b6850b,262,35000311,36000321
6bba_05b6850b,263,35000312,36000322
6bba_05b6850b,264,35000313,36000323
6bba_05b6850b,265,35000314,36000324
6bba_05b6850b,266,36000315,37000325
6bba_05b6850b,267,36000316,37000326
6bba_05b6850b,268,36000317,37000327
6bba_05b6850b,269,36000318,37000328
6bba_05b6850b,270,36000319,37000329
6bba_05b6850b,271,36000321,37000330
6bba_05b6850b,272,36000322,37000331
6bba_05b6850b,273,36000323,37000332
6bba_05b6850b,274,36000324,37000333
6bba_05b6850b,275,37000325,38000334
6bba_05b6850b,276,37000326,38000335
6bba_05b6850b,277,37000327,38000336
6bba_05b6850b,278,37000328,38000337
6bba_05b6850b,279,37000329,38000338
6bba_05b6850b,280,37000330,38000339
6bba_05b6850b,281,37000331,38000340
6bba_05b6850b,282,37000332,38000341
6bba_05b6850b,283,37000333,38000342
6bba_05b6850b,284,38000335,39000343
6bba_05b6850b,285,38000336,39000344
6bba_05b6850b,286,38000337,39000345
6bba_05b6850b,287,38000338,39000346
6bba_05b6850b,288,38000339,39000347
6bba_05b6850b,289,38000340,39000348
6bba_05b6850b,290,38000341,39000349
6bba_05b6850b,291,38000342,39000350
6bba_05b6850b,292,39000343,40000351
6bba_05b6850b,293,39000344,40000352
6bba_05b6850b,294,39000345,40000353
6bba_05b6850b,295,39000346,40000354
6bba_05b6850b,296,39000347,40000355
6bba_05b6850b,297,39000348,40000356
6bba_05b6850b,298,39000349,40000357
6bba_05b6850b,299,39000350,40000358
6bba_05b6850b,300,40000351,41000359
6bba_05b6850b,301,40000352,41000360
6bba_05b6850b,302,40000353,41000361
6bba_05b6850b,303,40000354,41000362
6bba_05b6850b,304,40000355,41000363
6bba_05b6850b,305,40000356,41000364
6bba_05b6850b,306,40000357,41000367
6bba_05b6850b,307,40000358,41000368
6bba_05b6850b,308,41000359,42000370
6bba_05b6850b,309,41000360,42000371
6bba_05b6850b,310,41000361,42000372
6bba_05b6850b,311,41000362,42000373
6bba_05b6850b,312,41000363,42000374
6bba_05b6850b,313,41000364,42000375
6bba_05b6850b,314,41000367,42000376
6bba_05b6850b,315,41000368,42000377
6bba_05b6850b,316,42000369,43000377
6bba_05b6850b,317,42000370,43000378
6bba_05b6850b,318,42000371,43000379
6bba_05b6850b,319,42000372,43000380
6bba_05b6850b,320,42000373,43000381
6bba_05b6850b,321,42000374,43000382
6bba_05b6850b,322,42000375,43000383
6bba_05b6850b,323,42000376,43000385
6bba_05b6850b,324,43000377,44000386
6bba_05b6850b,325,43000378,44000387
6bba_05b6850b,326,43000379,44000388
6bba_05b6850b,327,43000380,44000389
6bba_05b6850b,328,43000381,44000390
6bba_05b6850b,329,43000382,44000391
6bba_05b6850b,330,43000383,44000392
6bba_05b6850b,331,43000384,44000393
6bba_05b6850b,332,43000385,44000394
6bba_05b6850b,333,44000386,45000395
6bba_05b6850b,334,44000387,45000396
6bba_05b6850b,335,44000388,45000397
6bba_05b6850b,336,44000390,45000398
6bba_05b6850b,337,44000391,45000399
6bba_05b6850b,338,44000392,45000400
6bba_05b6850b,339,44000393,45000401
6bba_05b6850b,340,44000394,45000402
6bba_05b6850b,341,45000395,46000403
6bba_05b6850b,342,45000396,46000404
6bba_05b6850b,343,45000397,46000405
6bba_05b6850b,344,45000398,46000406
6bba_05b6850b,345,45000399,46000407
6bba_05b6850b,346,45000400,46000408
6bba_05b6850b,347,45000401,46000409
6bba_05b6850b,348,45000402,46000410
6bba_05b6850b,349,46000403,47000411
6bba_05b6850b,350,46000404,47000412
6bba_05b6850b,351,46000405,47000413
6bba_05b6850b,352,46000406,47000414
6bba_05b6850b,353,46000407,47000415
6bba_05b6850b,354,46000408,47000416
6bba_05b6850b,355,46000409,47000417
6bba_05b6850b,356,46000410,47000418
6bba_05b6850b,357,47000411,48000419
6bba_05b6850b,358,47000412,48000420
6bba_05b6850b,359,47000413,48000421
6bba_05b6850b,360,47000414,48000422
6bba_05b6850b,361,47000415,48000423
6bba_05b6850b,362,47000416,48000424
6bba_05b6850b,363,47000417,48000425
6bba_05b6850b,364,47000418,48000426
6bba_05b6850b,365,48000419,49000427
6bba_05b6850b,366,48000420,49000430
6bba_05b6850b,367,48000421,49000431
6bba_05b6850b,368,48000422,49000432
6bba_05b6850b,369,48000423,49000433
6bba_05b6850b,370,48000424,49000434
6bba_05b6850b,371,48000425,49000435
6bba_05b6850b,372,48000426,49000436
6bba_05b6850b,373,49000427,50000437
6bba_05b6850b,374,49000430,50000440
6bba_05b6850b,375,49000431,50000441
6bba_05b6850b,376,49000432,50000442
6bba_05b6850b,377,49000433,50000443
6bba_05b6850b,378,49000434,50000444
6bba_05b6850b,379,49000435,50000445
6bba_05b6850b,380,49000436,50000446
6bba_05b6850b,381,50000437,51000447
6bba_05b6850b,382,50000440,51000450
6bba_05b6850b,383,50000441,51000451
6bba_05b6850b,384,50000442,51000452
6bba_05b6850b,385,50000443,51000453
6bba_05b6850b,386,50000444,51000454
6bba_05b6850b,387,50000445,51000455
6bba_05b6850b,388,50000446,51000456
6bba_05b6850b,389,51000447,52000457
6bba_05b6850b,390,51000450,52000458
6bba_05b6850b,391,51000451,52000461
6bba_05b6850b,392,51000452,52000462
6bba_05b6850b,393,51000453,52000463
6bba_05b6850b,394,51000454,52000464
6bba_05b6850b,395,51000455,52000465
6bba_05b6850b,396,51000456,52000467
6bba_05b6850b,397,52000457,53000468
6bba_05b6850b,398,52000458,53000469
6bba_05b6850b,399,52000461,53000470
6bba_05b6850b,400,52000462,53000471
6bba_05b6850b,401,52000463,53000472
6bba_05b6850b,402,52000464,53000473
6bba_05b6850b,403,52000465,53000474
6bba_05b6850b,404,52000466,53000475
6bba_05b6850b,405,52000467,53000476
6bba_05b6850b,406,53000468,54000477
6bba_05b6850b,407,53000469,54000478
6bba_05b6850b,408,53000470,54000479
6bba_05b6850b,409,53000471,54000480
6bba_05b6850b,410,53000472,54000481
6bba_05b6850b,411,53000473,54000482
6bba_05b6850b,412,53000474,54000483
6bba_05b6850b,413,53000475,54000484
6bba_05b6850b,414,53000476,54000485
6bba_05b6850b,415,54000477,55000486
6bba_05b6850b,416,54000478,55000487
6bba_05b6850b,417,54000479,55000488
6bba_05b6850b,418,54000480,55000490
6bba_05b6850b,419,54000481,55000491
6bba_05b6850b,420,54000482,55000494
6bba_05b6850b,421,54000484,55000492
6bba_05b6850b,422,54000485,55000493
6bba_05b6850b,423,55000486,56000494
6bba_05b6850b,424,55000487,56000495
6bba_05b6850b,425,55000488,56000496
6bba_05b6850b,426,55000490,56000498
6bba_05b6850b,427,55000491,56000499
6bba_05b6850b,428,55000492,56000501
6bba_05b6850b,429,55000493,56000503
6bba_05b6850b,430,56000494,57000504
6bba_05b6850b,431,56000495,57000505
6bba_05b6850b,432,56000496,57000506
6bba_05b6850b,433,56000498,57000508
6bba_05b6850b,434,56000499,57000509
6bba_05b6850b,435,56000501,57000512
6bba_05b6850b,436,56000502,57000511
6bba_05b6850b,437,56000503,57000513
6bba_05b6850b,438,57000504,58000514
6bba_05b6850b,439,57000505,58000515
6bba_05b6850b,440,57000506,58000516
6bba_05b6850b,441,57000508,58000518
6bba_05b6850b,442,57000509,58000519
6bba_05b6850b,443,57000511,58000521
6bba_05b6850b,444,57000512,58000522
6bba_05b6850b,445,57000513,58000523
6bba_05b6850b,446,58000514,59000524
6bba_05b6850b,447,58000515,59000525
6bba_05b6850b,448,58000516,59000526
6bba_05b6850b,449,58000518,59000528
6bba_05b6850b,450,58000519,59000529
6bba_05b6850b,451,58000521,59000531
6bba_05b6850b,452,58000522,59000532
6bba_05b6850b,453,58000523,59000533
6bba_05b6850b,454,59000524,60000534
6bba_05b6850b,455,59000525,60000535
6bba_05b6850b,456,59000526,60000536
6bba_05b6850b,457,59000528,60000539
6bba_05b6850b,458,59000529,60000540
6bba_05b6850b,459,59000531,60000542
6bba_05b6850b,460,59000532,60000543
6bba_05b6850b,461,59000533,60000544
6bba_05b6850b,462,60000534,61000545
6bba_05b6850b,463,60000535,61000546
6bba_05b6850b,464,60000536,61000547
6bba_05b6850b,465,60000538,61000549
6bba_05b6850b,466,60000539,61000550
6bba_05b6850b,467,60000540,61000551
6bba_05b6850b,468,60000542,61000553
6bba_05b6850b,469,60000543,61000554
6bba_05b6850b,470,60000544,61000555
6bba_05b6850b,471,61000545,62000556
6bba_05b6850b,472,61000546,62000558
6bba_05b6850b,473,61000547,62000557
6bba_05b6850b,474,61000549,62000560
6bba_05b6850b,475,61000550,62000561
6bba_05b6850b,476,61000551,62000562
6bba_05b6850b,477,61000553,62000564
6bba_05b6850b,478,61000554,62000565
6bba_05b6850b,479,61000555,62000566
6bba_05b6850b,480,62000556,63000567
6bba_05b6850b,481,62000557,63000568
6bba_05b6850b,482,62000558,63000569
6bba_05b6850b,483,62000560,63000570
